what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602629790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1553602632861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553602634993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553602640431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602641525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602648637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602655807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602656182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602684934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602699132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553602704369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1553602709166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1553602709635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1553602710244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1553602713963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553602718807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553602723183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553602739060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553602741279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1553602747514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553602749373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553602760656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603050754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553603065932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603068604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1553603072995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553603079448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553603082573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603088636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603090527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603110274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603130172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603138622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603139487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603156369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1553603160525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603161728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603188209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603191499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603256235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553603261455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603265486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553603271065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603273503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553603275191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603276550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603280189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603281048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603291389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603297253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603304395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603311512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553603316219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603318204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603319360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603323773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553603335023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603336180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553603455441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553603469331
